Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
PUMP,ProPetro Holding Corp,Energy,13.93,0,,,0,1444.627603,N/A,0,0.897276986,16.05,6.39
SBGI,"Sinclair Broadcast Group, Inc.",Communication Services,28.02,0.029985403,0.25,0.067907166,0.840190978,1450.406293,N/A,N/A,0.933388105,34.85,22.25
PRA,Proassurance Corporation,Financial Services,26.88,0.007417718,0,-0.596763875,0.199388267,1451.165211,10.06886577,0.074677254,0.656144212,28.02,19.88
XPEL,XPEL Inc,Consumer Cyclical,52.61,0,,,0,1452.698728,46.0197383,0,1.222595596,103.84,52.42
PRLB,Proto Labs Inc,Industrials,52.9,0,,,0,1452.999116,43.53946769,0,1.100761234,126.1,45.63
SKYW,Skywest Inc.,Industrials,28.85,0,,,0,1457.553699,13.0243383,0,1.477676452,56.65,22.78
SVC,Service Properties Trust,Real Estate,8.83,0.004530011,0,-0.546268082,0.039939458,1457.7653,N/A,N/A,1.678303316,15.35,7.01
AOSL,Alpha & Omega Semiconductor Ltd,Technology,54.65,0,,,0,1459.56105,0,N/A,2.723703001,69.99,23.66
ENTA,Enanta Pharmaceuticals Inc,Healthcare,71.18,0,,,0,1461.33145,N/A,0,0.658346271,102,40.37
UIS,Unisys Corp.,Technology,21.61,0,,,0,1461.535235,N/A,0,1.238557846,28.6,16.66
TNC,Tennant Co.,Industrials,78.8,0.012690355,0.086956522,0.035485788,0.955571959,1463.589672,22.55145874,0.277782546,0.820825997,86.34,69.7
SSP,E.W. Scripps Co.,Communication Services,20.79,0,,,0,1470.352937,20.04844474,0,0.970378967,23.61,16
RXDX,Prometheus Biosciences Inc,N/A,37.76,0,,,0,1475.426764,0,N/A,1.000743451,51.96,16.65
CSR,Centerspace,N/A,98.12,0.028947583,0.042857143,0.598250923,2.840336865,1475.870704,N/A,N/A,0.57079078,111.02,64.92
MRTN,"Marten Transport, Ltd.",Industrials,17.76,0.010031797,0.5,0.191357898,0.178164716,1476.439558,17.28285291,0.17467129,0.571350242,19.94,14.24
ATGE,Adtalem Global Education Inc,Consumer Defensive,29.71,0,,,0,1479.770783,N/A,0,0.821950137,40.89,19.14
RSI,Rush Street Interactive Inc,N/A,7.27,0,,,0,1479.916794,0,N/A,2.066969387,21.83,7.19
DM,Desktop Metal Inc,N/A,4.74,0,,,0,1481.2108,0,N/A,2.074273726,15.7,3.25
ILPT,Industrial Logistics Properties Trust,Real Estate,22.67,0.058226731,,,1.294387858,1482.722101,12.38884795,0.703471662,0.701079618,28.25,21.25
MORF,Morphic Holding Inc,Healthcare,40.15,0,,,0,1484.008963,0,N/A,1.196140305,68.75,35.9
ADUS,Addus HomeCare Corporation,Healthcare,93.29,0,,,0,1485.868172,32.92709684,0,1.331914457,111.59,68.57
SAVA,Cassava Sciences Inc,Healthcare,37.14,0,,,0,1486.431713,0,N/A,2.351263213,146.16,31.44
RCII,Rent-a-Center Inc.,Industrials,25.19,0.049971857,,,1.258791089,1486.933935,0,N/A,1.172072768,66.96,22.7
MNRO,Monro Inc,Consumer Cyclical,44.34,0.022826287,0.181818182,0.076316923,1.012117581,1487.431414,23.13124244,0.535511947,0.997752996,71.3,42.84
FBNC,First Bancorp,Financial Services,41.77,0.019495173,0.1,0.224239925,0.814313361,1488.33189,15.64014555,0.256881186,0.878849453,50.44,37.07
EGHT,8X8 Inc.,Technology,12.59,0,,,0,1489.788348,N/A,0,1.512401315,35.25,10.01
OXM,"Oxford Industries, Inc.",Consumer Cyclical,90.5,0.022516073,0.68,0.092388464,2.037704616,1490.189562,11.34768667,0.26191576,1.139854644,112.97,76.21
HSKA,Heska Corp.,Healthcare,138.28,0,,,0,1491.530947,N/A,0,1.043635532,275.94,119.63
KALU,Kaiser Aluminum Corp,Basic Materials,94.16,0.03078822,0.069444444,0.090194895,2.899018813,1493.859511,N/A,N/A,1.064286271,138.15,85.05
SNEX,StoneX Group Inc,N/A,74.23,0,,,0,1494.427384,11.12753078,0,0.939067829,77.5,52.31
PJT,PJT Partners Inc,Financial Services,63.12,0.006265666,4,0.379729661,0.39548882,1496.871927,14.09908755,0.157565267,1.081745996,89.04,54.48
KRA,Kraton Corp,Basic Materials,46.49,0,,,0,1498.066854,8.800458531,0,0.597229248,46.74,30.48
BBIO,BridgeBio Pharma Inc,Healthcare,10.15,0,,,0,1498.219373,N/A,0,0.884982712,65.33,7.1
PRO,Pros Holdings Inc,Technology,33.31,0,,,0,1500.223575,N/A,0,1.697362754,50.9,23.08
GDOT,Green Dot Corp.,Financial Services,27.48,0,,,0,1502.697634,31.92609912,0,1.058948726,54.9,23.09
GVA,Granite Construction Inc.,Industrials,32.8,0.015767445,0,0,0.517172187,1503.116908,148.8824196,2.345452096,0.948345078,43.71,27.73
DOMO,Domo Inc.,Technology,50.57,0,,,0,1503.453938,N/A,0,2.141865346,98.35,36.07
OSIS,"OSI Systems, Inc.",Technology,85.12,0,,,0,1504.839374,18.01857577,0,0.644653206,102.24,76.35
TTMI,TTM Technologies Inc,Technology,14.82,0,,,0,1506.154125,27.6795333,0,0.686371986,15.89,9.76
NEO,Neogenomics Inc.,Healthcare,12.15,0,,,0,1506.913057,N/A,0,1.587461232,54.74,11
PLUS,ePlus Inc,Technology,56.06,0,,,0,1507.297329,15.55389987,0,1.232286847,69.74,42
ECOL,US Ecology Inc.,Industrials,47.88,0,,,0,1508.810073,282.7075273,0,1.184005492,48.02,26.26
CFFN,Capitol Federal Financial,Financial Services,10.88,0.030254834,0,-0.262654789,0.329172596,1510.65845,19.04487399,0.562495892,0.460009331,12.54,10.33
OII,"Oceaneering International, Inc.",Energy,15.16,0,,,0,1510.676475,N/A,0,0.883728578,18.2,9.41
SNCY,Sun Country Airlines Holdings Inc,N/A,26.18,0,,,0,1515.100793,0,N/A,1.657801235,44.13,20.55
LTC,"LTC Properties, Inc.",Real Estate,38.47,0.059266961,0,0,2.213565102,1519.446089,27.42533959,1.569904327,0.468838304,41.38,30.58
LADR,Ladder Capital Corp,Real Estate,11.87,0.067396799,0,-0.077892089,0.780382118,1519.585269,26.88484606,1.719660904,0.898123098,12.21,9.96
ARRY,Array Technologies Inc,N/A,11.27,0,,,0,1521.753614,0,N/A,2.150356722,31,8.02
TEN,"Tenneco, Inc.",Consumer Cyclical,18.32,0,,,0,1522.986209,43.51389169,0,0.344829683,22.75,9.51
USNA,Usana Health Sciences Inc,Consumer Defensive,79.45,0,,,0,1524.210114,13.08278713,0,0.367397935,107.85,77.03
WOW,WideOpenWest Inc,Communication Services,17.44,0,,,0,1533.412157,1.990152053,0,0.822637772,23.93,12.34
FIBK,First Interstate BancSystem Inc.,Financial Services,36.77,0.04392979,0,0.113049613,1.615298392,1533.572825,7.983200545,0.51938855,0.80720456,47.39,35.62
ECPG,"Encore Capital Group, Inc.",Financial Services,62.73,0,,,0,1538.839479,4.386882675,0,0.471767525,72.67,37.6
TOWN,Townebank Portsmouth VA,Financial Services,29.94,0.026461631,0.111111111,0.073940924,0.792261232,1547.25929,0,N/A,0.848188062,34.56,27.39
TREE,LendingTree Inc.,Financial Services,119.67,0,,,0,1551.72834,22.45139752,0,1.77522006,250,90.97
PI,Impinj Inc,Technology,63.54,0,,,0,1552.341038,N/A,0,2.680497483,94.39,39.69
LRN,Stride Inc,Consumer Defensive,36.33,0,,,0,1554.478631,22.07909425,0,0.915803116,38.4,25.55
GSHD,Goosehead Insurance Inc,Financial Services,78.57,0,,,0,1555.556438,0,N/A,1.881125785,181.3,62.4
AVID,"Avid Technology, Inc.",Communication Services,34.87,0,,,0,1557.991251,37.64355009,0,1.860405833,40.48,19.28
XNCR,Xencor Inc,Healthcare,26.68,0,,,0,1560.287994,18.88259847,0,0.97598729,45.37,26.51
SANA,Sana Biotechnology Inc,N/A,8.26,0,,,0,1565.628385,0,N/A,1.810289426,32.68,5.07
NBTB,NBT Bancorp. Inc.,Financial Services,36.13,0.030381554,0.037037037,0.040126207,1.097685562,1566.231056,10.1122191,0.310080667,0.671761715,42.02,31.92
CYH,"Community Health Systems, Inc.",Healthcare,11.87,0,,,0,1568.221205,6.818353066,0,1.720299745,17.04,9.22
HNI,HNI Corp.,Industrials,37.05,0.033468286,0.016393443,0.016958819,1.225928133,1568.651614,26.22549259,0.901417745,0.879604265,45.85,34.32
MEG,Montrose Environmental Group Inc,N/A,52.93,0,,,0,1571.072071,0,N/A,1.096732487,80.42,38.35
HEES,H&E Equipment Services Inc,Industrials,43.52,0.025022358,0,0,1.088973015,1573.423995,15.34448991,0.387534881,1.672143116,50.05,27.69
BRP,BRP Group Inc,Financial Services,26.83,0,,,0,1574.134505,0,N/A,2.05471109,45.36,22
DK,Delek US Holdings Inc,Energy,21.22,0,,,0,1574.452977,0,N/A,0.878330731,26.09,13.48
EXTR,Extreme Networks Inc.,Technology,12.21,0,,,0,1577.689118,39.60560106,0,1.980082033,16.61,8.66
TVTX,Travere Therapeutics Inc,N/A,25.77,0,,,0,1577.804122,0,N/A,0.79903412,31.65,12.75
KFRC,Kforce Inc.,Industrials,73.97,0.014114662,0.304347826,0.201124434,1.044061537,1580.874191,21.02869483,0.294932638,1.147959126,80.84,52.45
SWIM,Latham Group Inc,N/A,13.24,0,,,0,1582.493894,0,N/A,,34.73,12.69
AVNS,Avanos Medical Inc,Healthcare,33.5,0,,,0,1585.152632,304.8370445,0,0.667672373,46.13,27.96
NWN,Northwest Natural Holding Co,Utilities,51.72,0.037316319,,,1.896173645,1586.393182,20.16618592,0.74069283,0.401323357,57.63,42.63
PRG,PROG Holdings Inc,N/A,28.77,0,,,0,1586.894337,6.515494675,0,1.380845634,56.73,25.33
BIGC,BigCommerce Holdings Inc,N/A,21.91,0,,,0,1587.818554,0,N/A,2.276052177,72.2,17.27
AGIO,Agios Pharmaceuticals Inc,Healthcare,29.11,0,,,0,1590.497654,0.993015265,0,0.930349214,62.16,26.51
CLDX,Celldex Therapeutics Inc.,Healthcare,34.06,0,,,0,1591.794986,N/A,0,1.671057357,57.2,19.71
AXSM,Axsome Therapeutics Inc,Healthcare,41.39,0,,,0,1592.545356,0,N/A,1.439320066,74.1,19.38
LC,LendingClub Corp,Financial Services,15.78,0,,,0,1594.473121,85.81663728,0,2.726767031,49.21,11.97
MYRG,MYR Group Inc,Industrials,94.04,0,,,0,1594.49522,18.75656064,0,1.255900079,121.22,67.89
NSTG,Nanostring Technologies Inc,Healthcare,34.75,0,,,0,1596.581453,0,N/A,1.964391682,81.89,26.55
MEI,"Methode Electronics, Inc.",Technology,43.25,0.012201132,0.272727273,0.092388464,0.527698961,1597.237378,13.63994345,0.171888912,0.861030271,49.79,40.67
USM,United States Cellular Corporation,Communication Services,30.23,0,,,0,1598.269169,10.31141399,0,0.545277698,39.96,25.44
TVTY,Tivity Health Inc,Healthcare,32.17,0,,,0,1602.815947,15.27742672,0,0.69961692,32.75,21.25
PACK,Ranpak Holdings Corp,Consumer Cyclical,20.43,0,,,0,1603.567698,0,N/A,2.043483299,42.97,17.63
STAR,iStar Inc,Real Estate,23.41,0.021196427,,,0.496208362,1615.775758,14.82567103,0.32645287,1.220821674,27.46,16.18
ANF,Abercrombie & Fitch Co.,Consumer Cyclical,31.99,0,,,0,1619.517007,6.157625211,0,1.513678372,48.97,26.47
WABC,Westamerica Bancorporation,Financial Services,60.5,0.027768595,0.024390244,0.014931979,1.641987633,1625.801073,18.79343274,0.509934047,0.556953341,63.57,52.46
TBBK,Bancorp Inc. (The),Financial Services,28.33,0,,,0,1626.096134,14.69545456,0,1.733991495,33.36,20.5
PLMR,Palomar Holdings Inc,Financial Services,63.99,0,,,0,1627.785171,0,N/A,1.220000184,97.18,44.01
CCO,Clear Channel Outdoor Holdings Inc.,Communication Services,3.46,0,,,0,1630.862291,N/A,0,1.412110618,4.1,1.87
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,87.23,0,,,0,1631.255083,23.81811533,0,1.200323228,89.07,56.35
TGI,Triumph Group Inc.,Industrials,25.28,0,,,0,1633.374625,N/A,0,1.915382485,27.85,14.12
GNL,Global Net Lease Inc,Real Estate,15.73,0.101716465,0,0.176446892,1.542290924,1634.35411,0,N/A,0.71153123,18.71,13.43
STC,Stewart Information Services Corp.,Financial Services,60.61,0.023082818,0.136363636,0.045639553,1.39904958,1635.133913,5.058951021,0.117567192,0.960876732,80.54,51.77
AMK,Assetmark Financial Holdings Inc,Financial Services,22.25,0,,,0,1636.787897,0,N/A,0.869823274,29.54,20.67
CASH,Meta Financial Group Inc.,Financial Services,54.92,0.003636402,0,-0.173951912,0.199711203,1639.356673,9.53679899,0.036179566,1.285378481,65.83,43.47
PMT,Pennymac Mortgage Investment Trust,Real Estate,16.89,0.111308467,0,0,1.811645141,1644.652687,64.13151441,6.880536048,0.627562468,20.01,14.73
BKE,"Buckle, Inc.",Consumer Cyclical,33.04,0.036752777,0.060606061,0.069610376,1.214311746,1655.133877,6.998126417,0.252981614,1.559354446,50.24,32.26
CMPR,Cimpress plc,Communication Services,63.59,0,,,0,1659.77836,N/A,0,1.118058326,122.3,58.62
ESRT,Empire State Realty Trust Inc,Real Estate,9.82,0.014256619,,,0.139205567,1660.889477,N/A,N/A,0.946565297,12.93,8.33
STRA,Strategic Education Inc,Consumer Defensive,66.38,0.035809802,0,0.191357898,2.377054636,1661.494321,30.16127799,1.042567823,0.910711,91.81,47.52
GPRE,Green Plains Inc,Basic Materials,31.01,0,,,0,1662.518601,N/A,0,1.473375873,44.27,22.86
FRG,Franchise Group Inc,Consumer Cyclical,41.43,0.047493883,,,1.967671576,1669.555006,0,N/A,1.276749837,53.98,30.97
BALY,Ballys Corporation,N/A,30.74,0,,,0,1671.130025,0,N/A,1.201622554,68.74,26.11
GDEN,Golden Entertainment Inc,Consumer Cyclical,58.07,0,,,0,1674.888156,10.35313122,0,1.613103992,59.62,27.03
GBX,"Greenbrier Cos., Inc.",Industrials,51.51,0.020763156,0,0.041809268,1.06951014,1676.450281,31.48322561,0.68121665,1.006063833,53.46,35.94
KRYS,Krystal Biotech Inc,Healthcare,66.54,0,,,0,1677.345976,0,N/A,2.455613857,102.99,38.86
MDGL,Madrigal Pharmaceuticals Inc,Healthcare,98.12,0,,,0,1678.185117,0,N/A,1.120253146,142.62,52.33
ALEX,Alexander & Baldwin Inc.,Real Estate,23.19,0.030277362,,,0.702132014,1685.457641,47.61179777,1.439975418,0.962166117,26.16,16.3
POLY,"Plantronics, Inc.",N/A,39.4,0,,,0,1685.487478,28.19200947,0,2.158185183,43.4,22.69
STEM,Stem Inc,N/A,11.01,0,,,0,1689.415754,0,N/A,1.757199644,37.79,7.26
EAT,"Brinker International, Inc.",Consumer Cyclical,38.16,0,,,0,1701.904098,11.36876485,0,1.569594393,73.6,30.2
GWB,Great Western Bancorp Inc,Financial Services,30.88,0.003881755,,,0.119868595,1704.55108,4.193072548,0.016353151,0.997626023,37.9,23.81
AIR,AAR Corp.,Industrials,48.43,0,,,0,1704.575067,24.88430755,0,1.041506112,51.26,30.9
ANDE,Andersons Inc.,Consumer Defensive,50.26,0.014325507,0.028571429,0.023836256,0.705541918,1708.224767,16.42744953,0.229818214,0.85858642,55.19,24.85
SUPN,Supernus Pharmaceuticals Inc,Healthcare,32.32,0,,,0,1708.709338,20.90164328,0,0.676692955,34.5,23.15
PRTA,Prothena Corporation plc,Healthcare,36.57,0,,,0,1709.330548,25.52191934,0,1.59698696,79.75,21.3
NWBI,Northwest Bancshares Inc,Financial Services,13.51,0.059215396,0.052631579,0.045639553,0.783041017,1711.35092,11.1624645,0.647141336,0.505607477,14.93,12.02
MFA,MFA Financial Inc,Real Estate,4.03,0.100575076,,,0.405317556,1712.953535,5.807586803,0.651217153,0.830900597,4.6,3.7
IRBT,Irobot Corp,Technology,63.4,0,,,0,1713.633972,56.38808726,0,1.277795121,124.95,53.1
INT,World Fuel Services Corp.,Energy,27.04,0.017637275,0,0.148698355,0.476911907,1715.51589,23.27701344,0.411130954,0.706004311,36.37,24.07
ALG,Alamo Group Inc.,Industrials,143.79,0.004166579,0.285714286,0.124746113,0.599112441,1716.356812,21.38895647,0.088757399,0.812428501,165.46,131.35
AMPH,Amphastar Pharmaceuticals Inc,Healthcare,35.9,0,,,0,1717.784306,27.65445788,0,0.012178165,37.16,16.91
CUBI,Customers Bancorp Inc,Financial Services,52.14,0,,,0,1717.864245,5.723657582,0,1.755840114,76.13,29.17
LNN,Lindsay Corporation,Industrials,157.01,0.008378081,,,1.315442511,1722.775268,39.71541491,0.333868658,0.989226701,178.09,117.97
HMN,Horace Mann Educators Corp.,Financial Services,41.83,0.036825833,0.032258065,0.030774003,1.540424577,1729.730652,12.11295974,0.455746916,0.527063852,42.74,35.72
CYRX,CryoPort Inc,Industrials,34.91,0,,,0,1734.888652,0,N/A,2.036158687,86.3,26.69
MGNI,Magnite Inc,N/A,13.21,0,,,0,1747.323371,26881.89801,0,2.593972852,43.87,10.36
CCXI,ChemoCentryx Inc,Healthcare,25.07,0,,,0,1752.393,0,N/A,,52.64,9.53
MTRN,Materion Corp,Basic Materials,85.74,0.005580072,0,0.037137289,0.478435384,1753.387201,24.19332728,0.136695824,0.958601864,95.72,64
CLNE,Clean Energy Fuels Corp,Energy,7.94,0,,,0,1766.678902,N/A,0,1.46058865,14.77,4.7
ICFI,"ICF International, Inc",Industrials,94.14,0.005935538,,,0.558771509,1766.69309,24.83682576,0.150207395,0.78412696,107.92,84.55
SBH,Sally Beauty Holdings Inc,Consumer Cyclical,15.63,0,,,0,1766.911153,7.025351991,0,1.491953443,25.66,15.17
NMIH,NMI Holdings Inc,Financial Services,20.62,0,,,0,1770.016325,0,N/A,1.065846541,27.25,19.43
WGO,"Winnebago Industries, Inc.",Consumer Cyclical,54.03,0.01107166,0.5,0.124746113,0.5982018,1770.911864,5.11550721,0.05911085,1.06305179,84.49,51.94
LPSN,Liveperson Inc,Technology,24.42,0,,,0,1772.177959,N/A,0,1.129939702,68.82,16
TSE,Trinseo PLC,Basic Materials,47.92,0.006677796,3,0.012991368,0.319999993,1775.269622,0,N/A,,61.28,43.24
ZUO,Zuora Inc,Technology,14.98,0,,,0,1782.62,0,N/A,1.703596907,23.25,12.32
CCS,Century Communities Inc,Consumer Cyclical,53.57,0.012089787,,,0.647649867,1783.16809,0,N/A,1.81718841,85.8,53.53
PTVE,Pactiv Evergreen Inc,N/A,10.06,0.03922258,,,0.394579152,1784.58194,0,N/A,0.691844067,16.07,8.71
EFSC,Enterprise Financial Services Corp.,Financial Services,47.31,0.016385797,0.166666667,0.138060426,0.775212076,1785.365383,13.41825097,0.200832144,0.803521574,51.28,41.69
SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,17.19,0.04246655,,,0.708495432,1789.216577,215.2052655,8.693195488,1.270787311,22.26,14.47
FRO,Frontline Ltd,Energy,8.8,0,,,0,1791.072615,N/A,0,0.518470426,10.43,6.1
KRO,"Kronos Worldwide, Inc.",Basic Materials,15.52,0.046137769,0.055555556,0.048413171,0.716058179,1792.303237,15.87513939,0.732540336,0.917058329,17.5,11.75
VCEL,Vericel Corp,Healthcare,38.22,0,,,0,1795.104768,N/A,0,1.783964962,68.94,30.67
FOE,Ferro Corp.,Basic Materials,21.74,0,,,0,1798.817754,12.08631101,0,0.071022321,22.1,16.63
PFS,Provident Financial Services Inc,Financial Services,23.4,0.03959218,0.043478261,0.037137289,0.926457019,1799.608145,10.71699278,0.423039735,0.713423621,25.94,20.25
THS,Treehouse Foods Inc,Consumer Defensive,32.26,0,,,0,1799.952442,N/A,0,0.405003047,53.89,29.47
VRTS,Virtus Investment Partners Inc,Financial Services,239.99,0.019212345,0.829268293,0.272259637,4.610770649,1801.401178,8.65513152,0.177269152,1.682908441,335.13,203.76
NVTA,Invitae Corp,Healthcare,7.97,0,,,0,1804.175619,N/A,0,2.067738736,42.58,6.06
XPER,Xperi Holding Corp,Technology,17.32,0.011514043,0,-0.242141717,0.19942322,1814.438576,0,N/A,1.135827126,22.78,15.67
ESE,"Esco Technologies, Inc.",Technology,69.92,0.003429288,0,0,0.239775836,1817.410703,29.63137416,0.102468306,0.831080593,113.68,66.46
EGBN,Eagle Bancorp Inc (MD),Financial Services,57.01,0.024456684,,,1.394275545,1821.525256,10.30910038,0.252586149,0.787128242,63.84,50.25
JELD,JELD-WEN Holding Inc.,Industrials,20.28,0,,,0,1823.759025,10.80285167,0,1.700555885,31.47,20.24
PRAA,PRA Group Inc,Financial Services,45.08,0,,,0,1834.103332,10.0137768,0,0.432121527,51,35.78
WWW,"Wolverine World Wide, Inc.",Consumer Cyclical,22.56,0.017628831,0,0.107566343,0.397706436,1836.124966,27.20185135,0.490813817,1.403880664,44.12,20.59
MSEX,Middlesex Water Co.,Utilities,105.17,0.011029761,0.064220183,0.065418555,1.118753997,1844.216107,50.63328411,0.540460868,0.370114967,121.06,76.18
INFN,Infinera Corp.,Technology,8.67,0,,,0,1845.068153,N/A,0,1.384845421,10.89,7.23
RLGY,Realogy Holdings Corp,Real Estate,15.68,0,,,0,1852.092749,5.399687314,0,1.389877275,21.03,14.29
VGR,Vector Group Ltd,Consumer Defensive,12.04,0.066445183,0,-0.129449437,0.781154699,1852.572851,8.673053268,0.557967642,0.731636634,17.08,9.85
CDLX,Cardlytics Inc,Communication Services,54.98,0,,,0,1855.173536,N/A,0,2.301935628,145,42.11
BGS,"B&G Foods, Inc",Consumer Defensive,26.98,0.070422535,0,0.004264547,1.854285884,1857.468749,27.57402059,1.817927337,0.217340808,34.3,24.66
CSWI,CSW Industrials Inc,Industrials,117.59,0.005092808,,,0.598863255,1860.800368,33.23866831,0.169170411,0.724439315,145.3,107.14
RNST,Renasant Corp.,Financial Services,33.45,0.026062876,0,0.040950397,0.871803194,1867.016834,10.61456368,0.279424101,0.865564005,44.5,31.67
TRMK,Trustmark Corp.,Financial Services,30.39,0.029946409,0,0,0.910071369,1869.527735,12.68637556,0.388919389,0.852352682,35.05,28.19
CTRE,CareTrust REIT Inc,Real Estate,19.3,0.056994819,0.037735849,0.082510688,1.04955913,1873.015187,0,N/A,0.759591121,23.65,16.63
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,85.59,0.005594748,0,0.24573094,0.478854468,1880.022951,20.75195045,0.110845942,0.771836973,89.36,57.61
LKFN,Lakeland Financial Corp.,Financial Services,73,0.019314524,0.176470588,0.127009202,1.409960233,1884.543472,19.68541122,0.376994715,0.516884569,85.28,55.53
TGH,Textainer Group Holdings Limited,Industrials,38.07,0.006566851,,,0.25,1889.551875,6.909817835,0.046210721,1.297092918,41.6,23.95
RVMD,Revolution Medicines Inc,Healthcare,25.51,0,,,0,1892.56065,0,N/A,1.210264215,48.81,17.18
VBTX,Veritex Holdings Inc,Financial Services,38.17,0.020027481,,,0.764448961,1892.568033,0,N/A,1.170684106,45.13,26.86
FLGT,Fulgent Genetics Inc,Healthcare,62.41,0,,,0,1892.712938,0,N/A,0.959010247,112,49.5
LGND,"Ligand Pharmaceuticals, Inc.",Healthcare,112.49,0,,,0,1895.754599,33.17852565,0,1.231171178,169.98,88.5
TWO,Two Harbors Investment Corp,Real Estate,5.53,0.122965642,0,-0.081466258,0.496277684,1901.879425,14.85402322,1.155208761,0.813763679,7.55,4.76
UCTT,Ultra Clean Hldgs Inc,Technology,42.39,0,,,0,1905.428592,15.94500914,0,2.301483411,65.33,37.72
DEA,Easterly Government Properties Inc,Real Estate,21.14,0.050141911,0.019230769,0.011721951,1.035843848,1905.87391,64.41374576,2.962092789,0.376406505,23.36,18.93
HCC,Warrior Met Coal Inc,Basic Materials,37.11,0.005642401,0.2,-0.648674941,0.209389493,1915.288181,12.69403159,0.071463991,0.663481875,42.95,14.97
GNW,Genworth Financial Inc,Financial Services,3.78,0,,,0,1917.918453,2.121591209,0,1.178580757,4.61,3.23
RDFN,Redfin Corp,Real Estate,18.04,0,,,0,1919.395602,N/A,0,2.035735901,72.69,16.23
EVRI,Everi Holdings Inc,Consumer Cyclical,21,0,,,0,1919.593053,12.55251302,0,1.872943327,26.61,13.38
WMK,"Weis Markets, Inc.",Consumer Defensive,71.42,0.017502872,0.032258065,0.012991368,1.250055096,1921.086799,17.6490992,0.308655579,0.411365156,78.23,48.85
RILY,B. Riley Financial Inc,Financial Services,69.96,0.042204374,-0.333333333,0.409111953,2.952617986,1928.765928,0,N/A,1.616627064,89.79,53.01
HOPE,Hope Bancorp Inc,Financial Services,16.08,0.034356623,,,0.552454496,1931.436079,9.441351107,0.332803913,0.767453465,17.53,12.13
ISEE,IVERIC bio Inc,Healthcare,16.83,0,,,0,1947.796623,0,N/A,1.404016052,19.32,5.62
ARI,Apollo Commercial Real Estate Finance Inc,Real Estate,13.93,0.030150754,0,-0.05319173,1.349451437,1957.741827,9.472608201,1.097114989,0.881902772,15.4,11.81
IDCC,Interdigital Inc,Communication Services,63.8,0.021778293,0,0.031310306,1.389455099,1958.023212,35.41049303,0.785002881,1.032854162,84.46,61.36
CDNA,Caredx Inc,Healthcare,36.99,0,,,0,1961.400003,0,N/A,2.118487502,96.88,27.87
SMCI,Super Micro Computer Inc,Technology,38.07,0,,,0,1963.01544,15.70927616,0,1.211881291,47.99,32.88
VCYT,Veracyte Inc,Healthcare,27.57,0,,,0,1963.488283,0,N/A,2.356590846,59.84,21.45
JACK,"Jack In The Box, Inc.",Consumer Cyclical,93.41,0.018841666,,,1.746296537,1965.673242,12.75036806,0.249470934,0.829639408,122.21,76.07
BLMN,Bloomin Brands Inc,Consumer Cyclical,21.94,0.006381039,,,0.140000001,1966.560943,9.123244382,0.07,1.442795053,32.62,17.19
MED,Medifast Inc,Consumer Cyclical,170.78,0.038411992,0.154929577,0.38656034,5.831314955,1971.250351,12.01754761,0.419821091,1.071175778,327.61,159.89
ARCB,ArcBest Corp,Industrials,80.5,0.003969911,0,0,0.319577821,1980.119519,9.273652329,0.040047346,1.817623551,124.89,52.71
EPC,Edgewell Personal Care Co,Consumer Defensive,36.67,0.01626626,,,0.596483768,1982.942534,17.94518131,0.298241884,0.652331145,51.64,33.54
NTB,The Bank of N.T. Butterfield & Son Ltd.,Financial Services,35.88,0.048199938,0,0.065762757,1.729413759,1986.288742,0,N/A,0.970074786,41.21,30.25
KN,Knowles Corp,Technology,21.53,0,,,0,1992.905762,13.2507032,0,0.68019205,23.81,18.2
IRWD,Ironwood Pharmaceuticals Inc,Healthcare,12.58,0,,,0,2003.01237,3.790367964,0,0.62057144,14.27,10.02
BANR,Banner Corp.,Financial Services,58.53,0.028230366,0.073170732,0.119702205,1.652323338,2005.557374,9.97551517,0.286861691,0.976210119,66.31,48.03
DOOR,Masonite International Corp,Industrials,88.94,0,,,0,2006.889298,21.23669906,0,1.564765606,132.22,85.17
VSTO,Vista Outdoor Inc,Consumer Cyclical,35.69,0,,,0,2007.875251,4.697729254,0,1.278741929,52.69,30.81
VRTV,Veritiv Corp,Industrials,133.59,0,,,0,2007.97753,0,N/A,1.7499734,158.99,40.6
STEP,StepStone Group Inc,N/A,33.06,0.013252649,,,0.438132581,2009.760576,0,N/A,1.516444582,54.75,29.2
PACB,Pacific Biosciences of California Inc,Healthcare,9.1,0,,,0,2012.760359,N/A,0,2.364917735,37.42,8.26
CRSR,Corsair Gaming Inc,N/A,21.16,0,,,0,2014.432,19.95277338,0,1.303694777,42.97,17.45
MYGN,"Myriad Genetics, Inc.",Healthcare,25.2,0,,,0,2016.576702,N/A,0,1.552124732,36.95,22.35
HTLF,"Heartland Financial USA, Inc.",Financial Services,47.83,0.020961161,0.227272727,0.196724592,1.002572313,2022.158988,9.544203311,0.200514463,0.866047181,53.7,42.17
